id;name;line;lat;long
222;Odéon;4;48.8523148811949;2.33886172033634
223;Opéra;3;48.8706310801485;2.33173704836114
224;Opéra;7;48.8706310801485;2.33173704836114
225;Opéra;8;48.8706310801485;2.33173704836114
226;Ourcq;5;48.8869238774707;2.38665643440346
227;Palais Royal, Musée du Louvre;1;48.8623718215243;2.33657360073643
228;Palais Royal, Musée du Louvre;7;48.8633873850655;2.33548383677237
229;Parmentier;3;48.8652598566732;2.37475708171677
230;Passy;6;48.8575343825139;2.28559270581709
231;Pasteur;12;48.8428305421094;2.31266330775911
232;Pasteur;6;48.8428305421094;2.31266330775911
233;Pelleport;31;48.8682233476073;2.4013243805441
234;Pernety;13;48.8339338198109;2.31790897216328
235;Philippe-Auguste;2;48.8583788414699;2.3897347327397
236;Picpus;6;48.8453231146139;2.40178631376069
237;Pierre Curie;7;48.8159171816004;2.37787881648387
238;Pigalle;12;48.8820270896262;2.33721380174786
239;Pigalle;2;48.8820270896262;2.33721380174786
240;Place Balard;8;48.836814988806;2.27868334645027
241;Place Monge;7;48.8431646927668;2.3521103624151
242;Place d'Italie;5;48.8315523026431;2.35533344321905
243;Place d'Italie;6;48.8315523026431;2.35533344321905
244;Place d'Italie;7;48.8315523026431;2.35533344321905
245;Place de Clichy;13;48.8832039998766;2.32726602464114
246;Place de Clichy;2;48.8832039998766;2.32726602464114
247;Place des Fêtes;11;48.8767294689067;2.39314603176784
248;Place des Fêtes;71;48.8767294689067;2.39314603176784
249;Plaisance;13;48.8317580937884;2.31386654984816
250;Poissonnière;7;48.877353095288;2.3493814239526
251;Pont de Levallois, Bécon;3;48.8973099051795;2.2807686428069
252;Pont de Neuilly;1;48.8855061094182;2.25852747019736
253;Pont de Sèvres;9;48.8296903380227;2.23052843419233
254;Pont-Marie;7;48.8534635856948;2.35738397280916
255;Pont-Neuf;7;48.8585341022857;2.342117238666
256;Porte Dauphine;2;48.8717922164175;2.27486996119569
257;Porte Dorée;8;48.8354972528247;2.40618521221493
258;Porte Maillot;1;48.878006176279;2.28246564000133
259;Porte d'Auteuil;10;48.8482259804112;2.25769888566092
260;Porte d'Italie;7;48.8187170251155;2.36050083280537
261;Porte d'Ivry;7;48.8213573623076;2.36930823722325
262;Porte d'Orléans;4;48.8228170602349;2.325072625148
263;Porte de Bagnolet;3;48.8643365354836;2.40882537603773
264;Porte de Champerret;3;48.885739159692;2.29186062067553
265;Porte de Charenton;8;48.8326603464822;2.40046363844978
266;Porte de Choisy;7;48.8199024461617;2.36496559829082
267;Porte de Clichy;13;48.894436060298;2.31356566546523
268;Porte de Clignancourt;4;48.8979701704072;2.34398838343329
269;Porte de Montreuil;9;48.8533798778138;2.41045818741635
270;Porte de Pantin;5;48.8885839809719;2.39242287571854
271;Porte de Saint-Cloud;9;48.8375653344736;2.2555912744479
272;Porte de Saint-Ouen;13;48.8975117327715;2.32902164721221
273;Porte de Vanves;13;48.8277653265897;2.30431235076306
274;Porte de Versailles;12;48.832253452749;2.28786413781919
275;Porte de Vincennes;1;48.8470165184191;2.41081688233476
276;Front populaire;12;48.9066665878747;2.36523013585438
277;Porte de la Villette;7;48.8975291568915;2.3856442301273
278;Porte des Lilas;11;48.8772347166956;2.40652684304809
279;Porte des Lilas;31;48.8772347166956;2.40652684304809
280;Pré-Saint-Gervais;71;48.8801599321124;2.39858662186977
281;Pyramides;14;48.866613830617;2.33440753094879
282;Pyramides;7;48.866613830617;2.33440753094879
283;Pyrénées;11;48.8738211723367;2.3848863721979
284;Père Lachaise;2;48.8629456616674;2.38689240454308
285;Père Lachaise;3;48.8629456616674;2.38689240454308
286;Péreire;3;48.8850310612536;2.29713511150616
287;Quai de la Gare;6;48.8376146757853;2.3738521156805
288;Quai de la Rapée;5;48.8459660324065;2.36691317973831
289;Quatre-Septembre;3;48.869660572192;2.33632828164171
290;Rambuteau;11;48.8611933956416;2.35328695987071
291;Ranelagh;9;48.855504403002;2.26995917825576
292;Raspail;4;48.8391569814968;2.33047415116293
293;Raspail;6;48.8391569814968;2.33047415116293
294;Rennes;12;48.8481982688248;2.32802174862811
295;Reuilly Diderot;1;48.8472175010795;2.3872041772136
296;Reuilly Diderot;8;48.8472175010795;2.3872041772136
297;Richard Lenoir;5;48.8606859919958;2.3724109318802
298;Richelieu Drouot;9;48.8720062389614;2.33991139061042
299;Richelieu Drouot;8;48.8720062389614;2.33991139061042
300;Riquet;7;48.8883932319013;2.37443310888499
301;Robespierre;9;48.8556808081969;2.42365908548302
302;Rome;2;48.882070833937;2.32039833930999
303;Rue Montmartre, Grands Boulevards;9;48.8715118170782;2.34320837754486
304;Rue Montmartre, Grands Boulevards;8;48.8715747435931;2.34289503198466
305;Rue Saint-Maur;3;48.8640894057464;2.38089978855212
306;Rue de la Pompe;9;48.8642533844034;2.27791676202885
307;Rue des Boulets;9;48.8522227131835;2.38911565092719
308;Rue du Bac;12;48.8558913378155;2.32570499389931
309;Réaumur-Sébastopol;3;48.866046669631;2.35262095401519
310;Réaumur-Sébastopol;4;48.8662803585613;2.35248479683785
311;République;11;48.8672401853613;2.36305644594524
312;République;3;48.8672401853613;2.36305644594524
313;République;5;48.8672401853613;2.36305644594524
314;République;9;48.8672401853613;2.36305644594524
315;République;8;48.8672401853613;2.36305644594524
316;Saint-Ambroise;9;48.8616474242993;2.3731471407723
317;Saint-Augustin;9;48.8743867602128;2.32072783196473
318;Saint-Denis-Porte de Paris;13;48.9299266652709;2.35618614918887
319;Saint-Denis-Université;13;48.9461108724874;2.3620451929906
320;Saint-Fargeau;31;48.8716998109711;2.40429872420218
321;Saint-Francois-Xavier;13;48.8509825598235;2.31442986460027
322;Saint-Georges;12;48.8785939552362;2.33782696891702
323;Saint-Germain-des-Prés;4;48.8534472377383;2.33304632604487
324;Saint-Jacques;6;48.8329916917758;2.33668289664435
325;Saint-Lazare;12;48.8755376703957;2.32519648997743
326;Saint-Lazare;13;48.8755376703957;2.32519648997743
327;Saint-Lazare;3;48.8756815064197;2.32559158481996
328;Saint-Mandé, Tourelle;1;48.8462382566208;2.41899982810926
329;Saint-Marcel;5;48.8385167435152;2.36072755036178
330;Saint-Michel;4;48.8535999078858;2.34399624109401
331;Saint-Paul, Le Marais;1;48.855134518235;2.36133433906766
332;Saint-Philippe du Roule;9;48.8724706657937;2.31076910123035
333;Saint-Placide;4;48.8470118401686;2.32705511135513
334;Saint-Sulpice;4;48.8511463550549;2.33096285636646
335;Saint-Sébastien-Froissart;8;48.8609749971872;2.36726229502294
336;Sentier;3;48.8673503814313;2.34756723541508
337;Simplon;4;48.8941234446659;2.34724544444303
338;Solférino;12;48.8585333595082;2.32308924878721
339;Stalingrad;2;48.8840719863644;2.36887006277779
340;Stalingrad;5;48.8840719863644;2.36887006277779
341;Stalingrad;7;48.8840719863644;2.36887006277779
342;Strasbourg-Saint-Denis;4;48.8692279309876;2.35452917538582
343;Strasbourg-Saint-Denis;8;48.8696323651875;2.35450206308924
344;Strasbourg-Saint-Denis;9;48.8692279309876;2.35452917538582
345;Sully Morland;7;48.8507935947421;2.3612369937143
346;Sèvres-Babylone;10;48.8509392884308;2.32611465482228
347;Sèvres-Babylone;12;48.8515774689962;2.32689078834289
348;Sèvres-Lecourbe;6;48.8449961508569;2.31086483004415
349;Ségur;10;48.8468647020692;2.30726884757893
350;Temple;3;48.8667641678145;2.36157132703273
351;Ternes;2;48.8782280405077;2.29812143258218
352;Tolbiac;7;48.8261594539114;2.35701946618913
353;Trinité d'Estienne d'Orves;12;48.8763290374387;2.3318045685106
354;Trocadéro;6;48.8630891350352;2.28684037849459
355;Trocadéro;9;48.8630891350352;2.28684037849459
356;Tuileries;1;48.8647801625001;2.32909495442943
357;Télégraphe;11;48.8755224492457;2.39867651114495
358;Vaneau;10;48.84870084962;2.32123988193857
359;Varenne;13;48.8563930691985;2.31475436481029
360;Vaugirard;12;48.8394392812395;2.30107804247393
361;Vavin;4;48.8420598575821;2.32886705043721
362;Victor Hugo;2;48.8698649124841;2.28522620725044
363;Villejuif, Louis Aragon;7;48.7866380111198;2.36711052738165
364;Villejuif, Léo Lagrange;7;48.8037696632827;2.36390930638904
365;Villejuif, P.Vaillant-Couturier;7;48.7959941323932;2.36823145191568
366;Villiers;2;48.8814051004114;2.31614705090741
367;Villiers;3;48.8814051004114;2.31614705090741
368;Volontaires;12;48.8414184426777;2.30799364938666
369;Voltaire;9;48.8576637257601;2.38003629679551
370;Wagram;3;48.8837124760373;2.3055577575143
371;École Militaire;8;48.8542609215541;2.30543956053901
372;École Vétérinaire de Maisons-Alfort;8;48.8150763201298;2.42163176673066
373;Église d'Auteuil;10;48.8475322421166;2.26947928218771
374;Église de Pantin;5;48.893632527974;2.41290026603005
375;Étienne Marcel;4;48.8637103664696;2.3489831961271
376;Olympiades;14;48.8269482819608;2.36703843338759
377;Créteil-Pointe du Lac;8;48.7687686357422;2.46431939894826
378;Pont Cardinet;14;48.8889056;2.3151417
379;Porte de Clichy;14;48.894436060298;2.31356566546523
380;Mairie de Montrouge;4;48.8184663371133;2.31964321861782
381;Barbara;4;48.80987368459689;2.3176507269782944
382;Bagneux, Lucie Aubrac;4;48.803703274253685;2.318092114791632
383;Porte de la Chapelle;12;48.8979593432415;2.35925506957965
384;Aimé Césaire;12;48.907739838542355;2.3768792796463813
385;Mairie d'Aubervilliers;12;48.91417704769202;2.3817604134885046
386;Saint-Ouen;14;48.903974073112195;2.320645831778655
387;Mairie de Saint-Ouen;14;48.9116216803838;2.33373696484209
388;Les Agnettes;13;48.9229163315091;2.28596389657663
389;Les Courtilles;13;48.9302936228708;2.28376063319525
390;Saint-Lazare;14;48.8760678143526;2.32418810077101
