name;lat;long
Paris;48.866667;2.333333
Lille;50.62925;3.057256
Rennes;48.117266;-1.6777926
Bordeaux;44.83249999349062;-0.538953668470981
Metz;49.05227025601607;6.336411314605698
Lyon;45.750000;4.850000
Marseille;43.296482;5.36978
Strasbourg;48.5734053;7.7521113
